switch_amplitude,switch_frequency
5,0.0
9,0.02
60,0.04
9,0.06
6,0.08
7,0.1
11,0.12
9,0.14
9,0.16
9,0.18
10,0.2
10,0.22
11,0.24
11,0.26
11,0.28
11,0.3
11,0.32
11,0.34
11,0.36
12,0.38
11,0.4
12,0.42
12,0.44
11,0.46
12,0.48
12,0.5
12,0.52
12,0.54
12,0.56
12,0.58
12,0.6
12,0.62
12,0.64
12,0.66
12,0.68
12,0.7
12,0.72
12,0.74
12,0.76
12,0.78
12,0.8
12,0.82
12,0.84
12,0.86
12,0.88
12,0.9
12,0.92
12,0.94
12,0.96
12,0.98
12,1.0
12,1.02
12,1.04
12,1.06
12,1.08
12,1.1
12,1.12
12,1.14
12,1.16
12,1.18
12,1.2
12,1.22
12,1.24
12,1.26
12,1.28
12,1.3
12,1.32
12,1.34
12,1.36
12,1.38
12,1.4
12,1.42
12,1.44
12,1.46
12,1.48
12,1.5
12,1.52
12,1.54
12,1.56
12,1.58
12,1.6
12,1.62
12,1.64
12,1.66
12,1.68
12,1.7
12,1.72
12,1.74
12,1.76
12,1.78
12,1.8
12,1.82
12,1.84
12,1.86
12,1.88
12,1.9
12,1.92
12,1.94
12,1.96
12,1.98
12,2.0
12,2.02
12,2.04
12,2.06
12,2.08
12,2.1
12,2.12
12,2.14
12,2.16
12,2.18
12,2.2
12,2.22
12,2.24
12,2.26
12,2.28
12,2.3
12,2.32
12,2.34
12,2.36
12,2.38
12,2.4
12,2.42
12,2.44
12,2.46
12,2.48
12,2.5
12,2.52
12,2.54
12,2.56
12,2.58
12,2.6
12,2.62
12,2.64
12,2.66
12,2.68
12,2.7
12,2.72
12,2.74
12,2.76
12,2.78
12,2.8
12,2.82
12,2.84
12,2.86
12,2.88
12,2.9
12,2.92
12,2.94
12,2.96
12,2.98
12,3.0
