switch_amplitude,switch_frequency
7,0.0
11,0.02
53,0.04
10,0.06
8,0.08
8,0.1
11,0.12
9,0.14
9,0.16
10,0.18
10,0.2
11,0.22
11,0.24
11,0.26
12,0.28
12,0.3
12,0.32
12,0.34
13,0.36
13,0.38
13,0.4
13,0.42
13,0.44
13,0.46
14,0.48
14,0.5
14,0.52
14,0.54
14,0.56
14,0.58
14,0.6
14,0.62
14,0.64
14,0.66
15,0.68
15,0.7
15,0.72
15,0.74
15,0.76
15,0.78
15,0.8
15,0.82
15,0.84
15,0.86
15,0.88
15,0.9
15,0.92
15,0.94
15,0.96
15,0.98
15,1.0
15,1.02
15,1.04
15,1.06
15,1.08
15,1.1
15,1.12
15,1.14
16,1.16
16,1.18
16,1.2
16,1.22
16,1.24
16,1.26
16,1.28
16,1.3
16,1.32
16,1.34
16,1.36
16,1.38
16,1.4
16,1.42
16,1.44
16,1.46
16,1.48
16,1.5
16,1.52
16,1.54
16,1.56
16,1.58
16,1.6
16,1.62
16,1.64
16,1.66
16,1.68
16,1.7
16,1.72
16,1.74
16,1.76
16,1.78
16,1.8
16,1.82
16,1.84
16,1.86
16,1.88
16,1.9
16,1.92
16,1.94
16,1.96
16,1.98
16,2.0
16,2.02
16,2.04
16,2.06
16,2.08
16,2.1
16,2.12
16,2.14
16,2.16
16,2.18
16,2.2
16,2.22
16,2.24
16,2.26
16,2.28
16,2.3
16,2.32
16,2.34
16,2.36
16,2.38
16,2.4
16,2.42
16,2.44
16,2.46
16,2.48
16,2.5
16,2.52
16,2.54
16,2.56
16,2.58
16,2.6
16,2.62
16,2.64
16,2.66
16,2.68
16,2.7
16,2.72
16,2.74
16,2.76
16,2.78
16,2.8
16,2.82
16,2.84
16,2.86
16,2.88
16,2.9
16,2.92
16,2.94
16,2.96
16,2.98
16,3.0
