switch_amplitude,switch_frequency
2,0.0
2,0.02
13,0.04
2,0.06
2,0.08
2,0.1
3,0.12
2,0.14
2,0.16
3,0.18
2,0.2
3,0.22
3,0.24
3,0.26
3,0.28
3,0.3
3,0.32
3,0.34
3,0.36
3,0.38
3,0.4
3,0.42
3,0.44
3,0.46
3,0.48
3,0.5
3,0.52
3,0.54
3,0.56
3,0.58
3,0.6
3,0.62
3,0.64
3,0.66
3,0.68
3,0.7
3,0.72
3,0.74
3,0.76
3,0.78
3,0.8
3,0.82
3,0.84
3,0.86
3,0.88
3,0.9
3,0.92
3,0.94
3,0.96
3,0.98
3,1.0
3,1.02
3,1.04
3,1.06
3,1.08
3,1.1
3,1.12
3,1.14
3,1.16
3,1.18
3,1.2
3,1.22
3,1.24
3,1.26
3,1.28
3,1.3
3,1.32
3,1.34
3,1.36
3,1.38
3,1.4
3,1.42
3,1.44
3,1.46
3,1.48
3,1.5
3,1.52
3,1.54
3,1.56
3,1.58
3,1.6
3,1.62
3,1.64
3,1.66
3,1.68
3,1.7
3,1.72
3,1.74
3,1.76
3,1.78
3,1.8
3,1.82
3,1.84
3,1.86
3,1.88
3,1.9
3,1.92
3,1.94
3,1.96
3,1.98
3,2.0
3,2.02
3,2.04
3,2.06
3,2.08
3,2.1
3,2.12
3,2.14
3,2.16
3,2.18
3,2.2
3,2.22
3,2.24
3,2.26
3,2.28
3,2.3
3,2.32
3,2.34
3,2.36
3,2.38
3,2.4
3,2.42
3,2.44
3,2.46
3,2.48
3,2.5
3,2.52
3,2.54
3,2.56
3,2.58
3,2.6
3,2.62
3,2.64
3,2.66
3,2.68
3,2.7
3,2.72
3,2.74
3,2.76
3,2.78
3,2.8
3,2.82
3,2.84
3,2.86
3,2.88
3,2.9
3,2.92
3,2.94
3,2.96
3,2.98
3,3.0
