switch_amplitude,switch_frequency
4,0.0
7,0.02
33,0.04
6,0.06
5,0.08
5,0.1
7,0.12
6,0.14
6,0.16
6,0.18
6,0.2
7,0.22
7,0.24
7,0.26
7,0.28
7,0.3
8,0.32
8,0.34
8,0.36
8,0.38
8,0.4
8,0.42
8,0.44
8,0.46
8,0.48
8,0.5
8,0.52
8,0.54
8,0.56
8,0.58
9,0.6
9,0.62
9,0.64
9,0.66
9,0.68
9,0.7
9,0.72
9,0.74
9,0.76
9,0.78
9,0.8
9,0.82
9,0.84
9,0.86
9,0.88
9,0.9
9,0.92
9,0.94
9,0.96
9,0.98
9,1.0
9,1.02
9,1.04
9,1.06
9,1.08
9,1.1
9,1.12
9,1.14
9,1.16
9,1.18
9,1.2
9,1.22
9,1.24
9,1.26
9,1.28
9,1.3
9,1.32
9,1.34
9,1.36
9,1.38
9,1.4
9,1.42
9,1.44
9,1.46
9,1.48
9,1.5
9,1.52
9,1.54
9,1.56
9,1.58
9,1.6
9,1.62
9,1.64
9,1.66
9,1.68
9,1.7
9,1.72
9,1.74
9,1.76
9,1.78
9,1.8
9,1.82
9,1.84
9,1.86
9,1.88
9,1.9
9,1.92
9,1.94
9,1.96
9,1.98
9,2.0
9,2.02
9,2.04
9,2.06
9,2.08
9,2.1
9,2.12
9,2.14
9,2.16
9,2.18
9,2.2
9,2.22
9,2.24
9,2.26
9,2.28
9,2.3
9,2.32
9,2.34
9,2.36
9,2.38
9,2.4
9,2.42
9,2.44
9,2.46
9,2.48
9,2.5
9,2.52
9,2.54
9,2.56
9,2.58
9,2.6
9,2.62
9,2.64
9,2.66
9,2.68
9,2.7
9,2.72
9,2.74
9,2.76
9,2.78
9,2.8
9,2.82
9,2.84
9,2.86
9,2.88
9,2.9
9,2.92
9,2.94
9,2.96
9,2.98
9,3.0
