switch_amplitude,switch_frequency
5,0.0
8,0.02
50,0.04
8,0.06
6,0.08
7,0.1
10,0.12
8,0.14
8,0.16
8,0.18
9,0.2
9,0.22
10,0.24
10,0.26
10,0.28
10,0.3
10,0.32
10,0.34
11,0.36
11,0.38
11,0.4
11,0.42
11,0.44
11,0.46
11,0.48
11,0.5
11,0.52
11,0.54
11,0.56
11,0.58
11,0.6
11,0.62
11,0.64
11,0.66
11,0.68
11,0.7
11,0.72
11,0.74
11,0.76
11,0.78
11,0.8
11,0.82
11,0.84
11,0.86
11,0.88
11,0.9
11,0.92
11,0.94
11,0.96
11,0.98
11,1.0
11,1.02
11,1.04
11,1.06
11,1.08
11,1.1
11,1.12
11,1.14
11,1.16
12,1.18
11,1.2
11,1.22
11,1.24
11,1.26
11,1.28
12,1.3
11,1.32
11,1.34
11,1.36
11,1.38
11,1.4
11,1.42
11,1.44
11,1.46
11,1.48
11,1.5
11,1.52
11,1.54
11,1.56
11,1.58
11,1.6
11,1.62
11,1.64
11,1.66
11,1.68
11,1.7
11,1.72
11,1.74
11,1.76
11,1.78
11,1.8
11,1.82
11,1.84
11,1.86
11,1.88
11,1.9
11,1.92
11,1.94
11,1.96
11,1.98
11,2.0
11,2.02
11,2.04
11,2.06
11,2.08
11,2.1
11,2.12
11,2.14
11,2.16
11,2.18
11,2.2
11,2.22
11,2.24
11,2.26
11,2.28
11,2.3
11,2.32
11,2.34
11,2.36
11,2.38
11,2.4
11,2.42
11,2.44
11,2.46
11,2.48
11,2.5
11,2.52
11,2.54
11,2.56
11,2.58
11,2.6
11,2.62
11,2.64
11,2.66
11,2.68
11,2.7
11,2.72
11,2.74
11,2.76
11,2.78
11,2.8
11,2.82
11,2.84
11,2.86
11,2.88
11,2.9
11,2.92
11,2.94
11,2.96
11,2.98
11,3.0
