switch_amplitude,switch_frequency
3,0.0
4,0.02
26,0.04
4,0.06
3,0.08
4,0.1
5,0.12
4,0.14
4,0.16
5,0.18
5,0.2
5,0.22
5,0.24
5,0.26
5,0.28
5,0.3
5,0.32
5,0.34
5,0.36
6,0.38
5,0.4
6,0.42
6,0.44
5,0.46
6,0.48
6,0.5
6,0.52
6,0.54
6,0.56
5,0.58
6,0.6
6,0.62
6,0.64
6,0.66
6,0.68
6,0.7
6,0.72
6,0.74
6,0.76
6,0.78
6,0.8
6,0.82
6,0.84
6,0.86
6,0.88
6,0.9
6,0.92
6,0.94
6,0.96
6,0.98
6,1.0
6,1.02
6,1.04
6,1.06
6,1.08
6,1.1
6,1.12
6,1.14
6,1.16
6,1.18
6,1.2
6,1.22
6,1.24
6,1.26
6,1.28
6,1.3
6,1.32
6,1.34
6,1.36
6,1.38
6,1.4
6,1.42
6,1.44
6,1.46
6,1.48
6,1.5
6,1.52
6,1.54
6,1.56
6,1.58
6,1.6
6,1.62
6,1.64
6,1.66
6,1.68
6,1.7
6,1.72
6,1.74
6,1.76
6,1.78
6,1.8
6,1.82
6,1.84
6,1.86
6,1.88
6,1.9
6,1.92
6,1.94
6,1.96
6,1.98
6,2.0
6,2.02
6,2.04
6,2.06
6,2.08
6,2.1
6,2.12
6,2.14
6,2.16
6,2.18
6,2.2
6,2.22
6,2.24
6,2.26
6,2.28
6,2.3
6,2.32
6,2.34
6,2.36
6,2.38
6,2.4
6,2.42
6,2.44
6,2.46
6,2.48
6,2.5
6,2.52
6,2.54
6,2.56
6,2.58
5,2.6
6,2.62
6,2.64
6,2.66
6,2.68
6,2.7
5,2.72
6,2.74
6,2.76
6,2.78
6,2.8
6,2.82
5,2.84
5,2.86
6,2.88
5,2.9
6,2.92
6,2.94
5,2.96
5,2.98
6,3.0
