switch_amplitude,switch_frequency
8,0.0
14,0.02
83,0.04
14,0.06
10,0.08
11,0.1
16,0.12
12,0.14
13,0.16
14,0.18
14,0.2
15,0.22
16,0.24
17,0.26
16,0.28
17,0.3
17,0.32
17,0.34
18,0.36
18,0.38
18,0.4
19,0.42
19,0.44
18,0.46
19,0.48
19,0.5
19,0.52
19,0.54
19,0.56
19,0.58
19,0.6
20,0.62
20,0.64
20,0.66
20,0.68
20,0.7
20,0.72
20,0.74
20,0.76
20,0.78
20,0.8
20,0.82
20,0.84
20,0.86
20,0.88
20,0.9
20,0.92
20,0.94
20,0.96
20,0.98
20,1.0
20,1.02
20,1.04
20,1.06
20,1.08
20,1.1
20,1.12
20,1.14
20,1.16
20,1.18
20,1.2
20,1.22
20,1.24
20,1.26
20,1.28
21,1.3
20,1.32
20,1.34
20,1.36
21,1.38
20,1.4
21,1.42
21,1.44
20,1.46
20,1.48
21,1.5
21,1.52
21,1.54
21,1.56
20,1.58
20,1.6
21,1.62
21,1.64
21,1.66
21,1.68
21,1.7
20,1.72
21,1.74
21,1.76
21,1.78
21,1.8
21,1.82
20,1.84
21,1.86
21,1.88
21,1.9
21,1.92
21,1.94
21,1.96
21,1.98
21,2.0
21,2.02
21,2.04
21,2.06
21,2.08
21,2.1
21,2.12
21,2.14
21,2.16
21,2.18
21,2.2
21,2.22
21,2.24
21,2.26
21,2.28
21,2.3
21,2.32
21,2.34
21,2.36
21,2.38
21,2.4
21,2.42
21,2.44
21,2.46
21,2.48
21,2.5
21,2.52
21,2.54
21,2.56
21,2.58
21,2.6
21,2.62
21,2.64
21,2.66
21,2.68
21,2.7
21,2.72
21,2.74
21,2.76
21,2.78
21,2.8
21,2.82
21,2.84
21,2.86
21,2.88
21,2.9
21,2.92
21,2.94
21,2.96
21,2.98
21,3.0
